time_min,dex_price,supply,oracle_price,regime,bad_debt_cumulative,usdc_pool,allocator_inflow,arb_borrow
86.0000000000,0.0351999467,182000000.0000000000,1.1300000000,0.0000000000,5510811.6804234162,600000.0000000000,0.0000000000,15000.0000000000
86.2000000000,0.0352498958,182000000.0000000000,1.1300000000,0.0000000000,5525282.9319857210,630000.0000000000,45000.0000000000,15000.0000000000
86.4000000000,0.0352998200,182000000.0000000000,1.1300000000,0.0000000000,5539753.4346852349,615000.0000000000,0.0000000000,15000.0000000000
86.6000000000,0.0353497142,182000000.0000000000,1.1300000000,0.0000000000,5554223.1889716843,600000.0000000000,0.0000000000,15000.0000000000
86.8000000000,0.0353995735,182000000.0000000000,1.1300000000,0.0000000000,5568692.1953696366,630000.0000000000,45000.0000000000,15000.0000000000
87.0000000000,0.0354493927,182000000.0000000000,1.1300000000,0.0000000000,5583160.4544784464,615000.0000000000,0.0000000000,15000.0000000000
87.2000000000,0.0354991671,182000000.0000000000,1.1300000000,0.0000000000,5597627.9669721983,600000.0000000000,0.0000000000,15000.0000000000
87.4000000000,0.0355488915,182000000.0000000000,1.1300000000,0.0000000000,5612094.7335996358,630000.0000000000,45000.0000000000,15000.0000000000
87.6000000000,0.0355985610,182000000.0000000000,1.1300000000,0.0000000000,5626560.7551840888,615000.0000000000,0.0000000000,15000.0000000000
87.8000000000,0.0356481707,182000000.0000000000,1.1300000000,0.0000000000,5641026.0326233925,600000.0000000000,0.0000000000,15000.0000000000
88.0000000000,0.0356977156,182000000.0000000000,1.1300000000,0.0000000000,5655490.5668897945,630000.0000000000,45000.0000000000,15000.0000000000
88.2000000000,0.0357471907,182000000.0000000000,1.1300000000,0.0000000000,5669954.3590298593,615000.0000000000,0.0000000000,15000.0000000000
88.4000000000,0.0357965910,182000000.0000000000,1.1300000000,0.0000000000,5684417.4101643637,600000.0000000000,0.0000000000,15000.0000000000
88.6000000000,0.0358459117,182000000.0000000000,1.1300000000,0.0000000000,5698879.7214881834,630000.0000000000,45000.0000000000,15000.0000000000
88.8000000000,0.0358951479,182000000.0000000000,1.1300000000,0.0000000000,5713341.2942701764,615000.0000000000,0.0000000000,15000.0000000000
89.0000000000,0.0359442945,182000000.0000000000,1.1300000000,0.0000000000,5727802.1298530530,600000.0000000000,0.0000000000,15000.0000000000
89.2000000000,0.0359933467,182000000.0000000000,1.1300000000,0.0000000000,5742262.2296532430,630000.0000000000,45000.0000000000,15000.0000000000
89.4000000000,0.0360422995,182000000.0000000000,1.1300000000,0.0000000000,5756721.5951607544,615000.0000000000,0.0000000000,15000.0000000000
89.6000000000,0.0360911481,182000000.0000000000,1.1300000000,0.0000000000,5771180.2279390236,600000.0000000000,0.0000000000,15000.0000000000
89.8000000000,0.0361398876,182000000.0000000000,1.1300000000,0.0000000000,5785638.1296247588,630000.0000000000,45000.0000000000,15000.0000000000
90.0000000000,0.0361885131,182000000.0000000000,1.1300000000,0.0000000000,5800095.3019277770,615000.0000000000,0.0000000000,15000.0000000000
90.2000000000,0.0362370198,182000000.0000000000,1.1300000000,0.0000000000,5814551.7466308326,600000.0000000000,0.0000000000,15000.0000000000
90.4000000000,0.0362854028,182000000.0000000000,1.1300000000,0.0000000000,5829007.4655894404,630000.0000000000,45000.0000000000,15000.0000000000
90.6000000000,0.0363336572,182000000.0000000000,1.1300000000,0.0000000000,5843462.4607316889,615000.0000000000,0.0000000000,15000.0000000000
90.8000000000,0.0363817782,182000000.0000000000,1.1300000000,0.0000000000,5857916.7340580467,600000.0000000000,0.0000000000,15000.0000000000
91.0000000000,0.0364297611,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,45000.0000000000,15000.0000000000
91.2000000000,0.0364776010,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
91.4000000000,0.0365252932,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
91.6000000000,0.0365728328,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
91.8000000000,0.0366202151,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
92.0000000000,0.0366674355,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
92.2000000000,0.0367144890,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
92.4000000000,0.0367613712,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
92.6000000000,0.0368080772,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
92.8000000000,0.0368546023,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
93.0000000000,0.0369009421,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
93.2000000000,0.0369470917,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
93.4000000000,0.0369930466,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
93.6000000000,0.0370388023,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
93.8000000000,0.0370843540,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
94.0000000000,0.0371296973,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
94.2000000000,0.0371748277,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
94.4000000000,0.0372197405,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
94.6000000000,0.0372644314,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
94.8000000000,0.0373088959,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
95.0000000000,0.0373531294,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
95.2000000000,0.0373971277,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
95.4000000000,0.0374408862,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
95.6000000000,0.0374844007,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
95.8000000000,0.0375276667,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
96.0000000000,0.0375706800,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
96.2000000000,0.0376134361,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
96.4000000000,0.0376559310,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
96.6000000000,0.0376981602,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
96.8000000000,0.0377401197,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
97.0000000000,0.0377818051,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
97.2000000000,0.0378232124,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
97.4000000000,0.0378643373,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
97.6000000000,0.0379051758,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
97.8000000000,0.0379457238,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
98.0000000000,0.0379859772,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
98.2000000000,0.0380259320,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
98.4000000000,0.0380655843,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
98.6000000000,0.0381049299,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
98.8000000000,0.0381439651,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
99.0000000000,0.0381826859,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
99.2000000000,0.0382210884,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
99.4000000000,0.0382591689,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
99.6000000000,0.0382969234,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
99.8000000000,0.0383343482,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
100.0000000000,0.0383714396,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
100.2000000000,0.0384081938,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
100.4000000000,0.0384446072,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
100.6000000000,0.0384806762,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
100.8000000000,0.0385163971,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
101.0000000000,0.0385517664,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
101.2000000000,0.0385867805,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
101.4000000000,0.0386214359,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
101.6000000000,0.0386557291,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
101.8000000000,0.0386896569,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
102.0000000000,0.0387232156,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
102.2000000000,0.0387564020,182000000.0000000000,1.1300000000,0.0000000000,5872370.2876411639,630000.0000000000,0.0000000000,0.0000000000
